model,quality,path,name,nrows,ncols,nnz,mean_nnz_per_row,std_nnz_per_row,mean_nnz_per_col,std_nnz_per_col,sparsity
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_0_self_attention_multihead_attention_k.smtx,transformer/l0_regularization/0.5/body_encoder_layer_0_self_attention_multihead_attention_k,512,512,126309.0,246.697265625,47.6358261108,246.697265625,21.308380127,0.518169403076
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_1_self_attention_multihead_attention_output_transform.smtx,transformer/l0_regularization/0.5/body_encoder_layer_1_self_attention_multihead_attention_output_transform,512,512,142150.0,277.63671875,15.3099756241,277.63671875,32.8775100708,0.457740783691
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_0_self_attention_multihead_attention_v.smtx,transformer/l0_regularization/0.5/body_encoder_layer_0_self_attention_multihead_attention_v,512,512,136926.0,267.43359375,30.8561973572,267.43359375,18.2421722412,0.477668762207
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_4_ffn_conv2.smtx,transformer/l0_regularization/0.5/body_encoder_layer_4_ffn_conv2,512,2048,424951.0,829.982421875,56.7430267334,207.495605469,33.1263847351,0.594735145569
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_4_self_attention_multihead_attention_k.smtx,transformer/l0_regularization/0.5/body_encoder_layer_4_self_attention_multihead_attention_k,512,512,117377.0,229.251953125,25.9393997192,229.251953125,21.4705696106,0.552242279053
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_2_self_attention_multihead_attention_v.smtx,transformer/l0_regularization/0.5/body_decoder_layer_2_self_attention_multihead_attention_v,512,512,157607.0,307.826171875,13.7852916718,307.826171875,19.4549541473,0.398777008057
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_5_ffn_conv1.smtx,transformer/l0_regularization/0.5/body_encoder_layer_5_ffn_conv1,2048,512,504860.0,246.513671875,35.9630432129,986.0546875,57.8921813965,0.518527984619
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_0_self_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.5/body_decoder_layer_0_self_attention_multihead_attention_q,512,512,154701.0,302.150390625,30.5786457062,302.150390625,28.6955795288,0.409862518311
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_0_encdec_attention_multihead_attention_output_transform.smtx,transformer/l0_regularization/0.5/body_decoder_layer_0_encdec_attention_multihead_attention_output_transform,512,512,132877.0,259.525390625,17.9624004364,259.525390625,37.2291679382,0.493114471436
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_q,512,512,136023.0,265.669921875,16.2202377319,265.669921875,17.4022502899,0.481113433838
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_5_ffn_conv1.smtx,transformer/l0_regularization/0.5/body_decoder_layer_5_ffn_conv1,2048,512,673253.0,328.736816406,15.4634017944,1314.94726562,43.4034843445,0.357935905457
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_2_ffn_conv1.smtx,transformer/l0_regularization/0.5/body_encoder_layer_2_ffn_conv1,2048,512,526135.0,256.901855469,25.0889759064,1027.60742188,107.657859802,0.498238563538
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_5_encdec_attention_multihead_attention_v.smtx,transformer/l0_regularization/0.5/body_decoder_layer_5_encdec_attention_multihead_attention_v,512,512,161782.0,315.98046875,15.6964492798,315.98046875,30.16522789,0.382850646973
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_3_ffn_conv2.smtx,transformer/l0_regularization/0.5/body_encoder_layer_3_ffn_conv2,512,2048,428269.0,836.462890625,55.9932899475,209.115722656,32.2682037354,0.591570854187
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_k.smtx,transformer/l0_regularization/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_k,512,512,132401.0,258.595703125,19.7528343201,258.595703125,23.2163448334,0.494930267334
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_4_ffn_conv2.smtx,transformer/l0_regularization/0.5/body_decoder_layer_4_ffn_conv2,512,2048,588044.0,1148.5234375,35.03881073,287.130859375,22.5875148773,0.439197540283
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_1_self_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.5/body_encoder_layer_1_self_attention_multihead_attention_q,512,512,83912.0,163.890625,38.8403625488,163.890625,39.8479957581,0.679901123047
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_0_ffn_conv1.smtx,transformer/l0_regularization/0.5/body_decoder_layer_0_ffn_conv1,2048,512,657561.0,321.074707031,17.3283367157,1284.29882812,43.5552215576,0.37290096283
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_5_self_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.5/body_encoder_layer_5_self_attention_multihead_attention_q,512,512,114692.0,224.0078125,23.6634082794,224.0078125,22.3201999664,0.562484741211
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_v.smtx,transformer/l0_regularization/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_v,512,512,146596.0,286.3203125,12.4952688217,286.3203125,25.378364563,0.440780639648
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_4_self_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.5/body_decoder_layer_4_self_attention_multihead_attention_q,512,512,127452.0,248.9296875,30.6328239441,248.9296875,14.9423007965,0.513809204102
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_4_encdec_attention_multihead_attention_output_transform.smtx,transformer/l0_regularization/0.5/body_decoder_layer_4_encdec_attention_multihead_attention_output_transform,512,512,171580.0,335.1171875,12.7442502975,335.1171875,14.7259435654,0.345474243164
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_3_self_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.5/body_decoder_layer_3_self_attention_multihead_attention_q,512,512,134172.0,262.0546875,20.8554573059,262.0546875,15.9310312271,0.488174438477
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_1_encdec_attention_multihead_attention_output_transform.smtx,transformer/l0_regularization/0.5/body_decoder_layer_1_encdec_attention_multihead_attention_output_transform,512,512,140197.0,273.822265625,14.491566658,273.822265625,30.8766078949,0.465190887451
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_5_self_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.5/body_decoder_layer_5_self_attention_multihead_attention_q,512,512,105460.0,205.9765625,19.1114997864,205.9765625,15.6369771957,0.597702026367
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_4_self_attention_multihead_attention_output_transform.smtx,transformer/l0_regularization/0.5/body_encoder_layer_4_self_attention_multihead_attention_output_transform,512,512,122898.0,240.03515625,19.3543930054,240.03515625,34.0596160889,0.531181335449
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_5_encdec_attention_multihead_attention_k.smtx,transformer/l0_regularization/0.5/body_decoder_layer_5_encdec_attention_multihead_attention_k,512,512,129316.0,252.5703125,17.448217392,252.5703125,21.9791908264,0.506698608398
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_5_ffn_conv2.smtx,transformer/l0_regularization/0.5/body_decoder_layer_5_ffn_conv2,512,2048,611291.0,1193.92773438,43.3764953613,298.481933594,24.9672775269,0.41702747345
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_5_self_attention_multihead_attention_output_transform.smtx,transformer/l0_regularization/0.5/body_encoder_layer_5_self_attention_multihead_attention_output_transform,512,512,120376.0,235.109375,16.9916038513,235.109375,22.5212497711,0.540802001953
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_1_self_attention_multihead_attention_v.smtx,transformer/l0_regularization/0.5/body_decoder_layer_1_self_attention_multihead_attention_v,512,512,156550.0,305.76171875,24.2809467316,305.76171875,20.0760726929,0.402809143066
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_0_self_attention_multihead_attention_output_transform.smtx,transformer/l0_regularization/0.5/body_encoder_layer_0_self_attention_multihead_attention_output_transform,512,512,127433.0,248.892578125,35.1979637146,248.892578125,23.2969589233,0.51388168335
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_0_encdec_attention_multihead_attention_v.smtx,transformer/l0_regularization/0.5/body_decoder_layer_0_encdec_attention_multihead_attention_v,512,512,122501.0,239.259765625,49.4693374634,239.259765625,16.5373897552,0.532695770264
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_1_self_attention_multihead_attention_output_transform.smtx,transformer/l0_regularization/0.5/body_decoder_layer_1_self_attention_multihead_attention_output_transform,512,512,163814.0,319.94921875,14.3387241364,319.94921875,26.4410705566,0.375099182129
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_5_self_attention_multihead_attention_output_transform.smtx,transformer/l0_regularization/0.5/body_decoder_layer_5_self_attention_multihead_attention_output_transform,512,512,136832.0,267.25,15.257938385,267.25,15.4096412659,0.47802734375
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_0_self_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.5/body_encoder_layer_0_self_attention_multihead_attention_q,512,512,124950.0,244.04296875,44.9898223877,244.04296875,20.9398822784,0.52335357666
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_5_encdec_attention_multihead_attention_output_transform.smtx,transformer/l0_regularization/0.5/body_decoder_layer_5_encdec_attention_multihead_attention_output_transform,512,512,176891.0,345.490234375,11.4473953247,345.490234375,15.9988975525,0.325214385986
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_2_self_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.5/body_decoder_layer_2_self_attention_multihead_attention_q,512,512,131426.0,256.69140625,19.4962558746,256.69140625,15.0653038025,0.498649597168
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_5_ffn_conv2.smtx,transformer/l0_regularization/0.5/body_encoder_layer_5_ffn_conv2,512,2048,400093.0,781.431640625,61.6310462952,195.357910156,38.4168052673,0.618441581726
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_3_ffn_conv1.smtx,transformer/l0_regularization/0.5/body_decoder_layer_3_ffn_conv1,2048,512,640824.0,312.90234375,17.3610343933,1251.609375,34.6492385864,0.388862609863
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_2_ffn_conv1.smtx,transformer/l0_regularization/0.5/body_decoder_layer_2_ffn_conv1,2048,512,629035.0,307.145996094,18.609254837,1228.58398438,36.4809570312,0.400105476379
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_1_encdec_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.5/body_decoder_layer_1_encdec_attention_multihead_attention_q,512,512,139415.0,272.294921875,37.9849472046,272.294921875,15.6478872299,0.468173980713
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_2_ffn_conv2.smtx,transformer/l0_regularization/0.5/body_encoder_layer_2_ffn_conv2,512,2048,434134.0,847.91796875,58.7895889282,211.979492188,27.8730297089,0.585977554321
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_3_self_attention_multihead_attention_output_transform.smtx,transformer/l0_regularization/0.5/body_decoder_layer_3_self_attention_multihead_attention_output_transform,512,512,165516.0,323.2734375,12.2090921402,323.2734375,14.648065567,0.368606567383
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_1_ffn_conv1.smtx,transformer/l0_regularization/0.5/body_encoder_layer_1_ffn_conv1,2048,512,512834.0,250.407226562,32.4910163879,1001.62890625,157.102966309,0.51092338562
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_1_self_attention_multihead_attention_k.smtx,transformer/l0_regularization/0.5/body_encoder_layer_1_self_attention_multihead_attention_k,512,512,89535.0,174.873046875,39.8762893677,174.873046875,43.0652351379,0.658451080322
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_5_self_attention_multihead_attention_k.smtx,transformer/l0_regularization/0.5/body_encoder_layer_5_self_attention_multihead_attention_k,512,512,115234.0,225.06640625,24.499671936,225.06640625,21.6781196594,0.560417175293
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_3_self_attention_multihead_attention_k.smtx,transformer/l0_regularization/0.5/body_decoder_layer_3_self_attention_multihead_attention_k,512,512,133334.0,260.41796875,20.4923095703,260.41796875,19.2313499451,0.491371154785
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_2_self_attention_multihead_attention_v.smtx,transformer/l0_regularization/0.5/body_encoder_layer_2_self_attention_multihead_attention_v,512,512,120956.0,236.2421875,48.8647689819,236.2421875,18.8581218719,0.538589477539
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_4_ffn_conv1.smtx,transformer/l0_regularization/0.5/body_encoder_layer_4_ffn_conv1,2048,512,529427.0,258.509277344,31.2349796295,1034.03710938,70.9722442627,0.495099067688
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_4_encdec_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.5/body_decoder_layer_4_encdec_attention_multihead_attention_q,512,512,135490.0,264.62890625,15.4688119888,264.62890625,18.9377822876,0.48314666748
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_3_ffn_conv2.smtx,transformer/l0_regularization/0.5/body_decoder_layer_3_ffn_conv2,512,2048,560424.0,1094.578125,33.792011261,273.64453125,22.2242565155,0.465538024902
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_encoder_layer_3_self_attention_multihead_attention_output_transform.smtx,transformer/l0_regularization/0.5/body_encoder_layer_3_self_attention_multihead_attention_output_transform,512,512,127274.0,248.58203125,19.5212516785,248.58203125,30.5786819458,0.514488220215
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_2_encdec_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.5/body_decoder_layer_2_encdec_attention_multihead_attention_q,512,512,131820.0,257.4609375,24.2057933807,257.4609375,18.6193981171,0.497146606445
transformer,26.72,dlmc/transformer/l0_regularization/0.5/body_decoder_layer_4_encdec_attention_multihead_attention_v.smtx,transformer/l0_regularization/0.5/body_decoder_layer_4_encdec_attention_multihead_attention_v,512,512,157572.0,307.7578125,12.6109104156,307.7578125,31.6412982941,0.398910522461
transformer,26.16,dlmc/transformer/l0_regularization/0.6/body_encoder_layer_2_self_attention_multihead_attention_q.smtx,transformer/l0_regularization/0.6/body_encoder_layer_2_self_attention_multihead_attention_q,512,512,65237.0,127.416015625,33.9530448914,127.416015625,29.2950496674,0.751140594482
transformer,26.16,dlmc/transformer/l0_regularization/0.6/body_encoder_layer_3_self_attention_multihead_attention_v.smtx,transformer/l0_regularization/0.6/body_encoder_layer_3_self_attention_multihead_attention_v,512,512,91595.0,178.896484375,49.1141777039,178.896484375,17.6779747009,0.650592803955
transformer,26.16,dlmc/transformer/l0_regularization/0.6/body_encoder_layer_3_self_attention_multihead_attention_k.smtx,transformer/l0_regularization/0.6/body_encoder_layer_3_self_attention_multihead_attention_k,512,512,71474.0,139.59765625,33.8224067688,139.59765625,26.6541500092,0.727348327637
